"model_id","horizon","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"OHT_JHU-nbxd",0,1.03299065718957,521.626644035675,1.13917505391105,827.52641025641,0.615384615384615,0.974358974358974,40
"OHT_JHU-nbxd",1,0.883752650554266,674.511391304348,1.03572681283085,1034.67236842105,0.578947368421053,0.947368421052632,40
"OHT_JHU-nbxd",2,0.7624194289732,800.549900705053,0.816591325529562,1235.17891891892,0.567567567567568,0.945945945945946,40
"OHT_JHU-nbxd",3,0.647204649868348,836.546882246377,0.609339034312759,1290.17777777778,0.611111111111111,0.972222222222222,40
"UGA_flucast-INFLAenza",0,0.884324038403137,458.042486793478,0.992583913436234,742.0625,0.3,0.925,41
"UGA_flucast-INFLAenza",1,0.696167806675515,568.940997491639,0.870521958463641,938.423076923077,0.358974358974359,0.948717948717949,41
"UGA_flucast-INFLAenza",2,0.59866103980459,678.055485411899,0.622980634857677,1073.71052631579,0.447368421052632,0.921052631578947,41
"UGA_flucast-INFLAenza",3,0.542209134909301,769.188153290247,0.54413048285437,1221.94594594595,0.459459459459459,0.891891891891892,41
"UM-DeepOutbreak",0,1.67820355265959,787.596945513762,1.64694248105871,1142.17694691807,0.384615384615385,0.884615384615385,27
"UM-DeepOutbreak",1,1.54851102490796,1069.35914593185,1.53738183442344,1448.46853301354,0.6,0.84,27
"UM-DeepOutbreak",2,1.44533856828028,1258.80163999042,1.33400890508547,1720.01245763346,0.625,0.916666666666667,27
"UM-DeepOutbreak",3,1.43446926595708,1588.91061114193,1.19701907623331,2096.32097427317,0.869565217391304,0.956521739130435,27
"UMass-ar6_pooled",0,0.860571433551545,425.135044188873,0.960342485412977,677.315050562417,0.526315789473684,0.947368421052632,39
"UMass-ar6_pooled",1,0.831475251891203,653.828053392379,0.870753902674073,969.288109641085,0.594594594594595,0.918918918918919,39
"UMass-ar6_pooled",2,0.872414556209203,923.824963721374,0.918968438852163,1420.20451124493,0.555555555555556,0.861111111111111,39
"UMass-ar6_pooled",3,0.920687104771597,1153.61005198405,0.972544329669893,1847.42769129942,0.382352941176471,0.882352941176471,38
"UMass-gbqr",0,1.30331953734031,569.565970957937,1.42845423481214,894.660985507462,0.236842105263158,0.973684210526316,39
"UMass-gbqr",1,1.09197758065441,788.131330677594,1.35221675103196,1247.6250991448,0.189189189189189,0.945945945945946,39
"UMass-gbqr",2,0.923784539983928,997.167857066285,1.0289903641066,1571.48552889201,0.222222222222222,0.888888888888889,39
"UMass-gbqr",3,0.768773042889936,1185.41331166808,0.715453753552003,1759.79962172123,0.441176470588235,0.794117647058823,38
