"model_id","location","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"CovidHub-baseline","37",0.00243725234117084,0.00358181818181818,0.627272727272727,0.909090909090909,120
"CovidHub-baseline","38",0.00144851563627192,0.00232272727272727,0.672727272727273,0.972727272727273,120
"CovidHub-baseline","39",0.00188362138416807,0.00301727272727273,0.436363636363636,0.936363636363636,120
"CovidHub-baseline","40",0.00136538908339751,0.00219272727272727,0.636363636363636,1,120
"CovidHub-baseline","41",0.00115861352594753,0.00164272727272727,0.663636363636364,0.990909090909091,120
"CovidHub-baseline","42",0.00136072518305466,0.00223454545454545,0.418181818181818,0.936363636363636,120
"CovidHub-baseline","44",0.00141413245274961,0.00225545454545455,0.545454545454545,0.990909090909091,120
"CovidHub-baseline","45",0.00248270460698803,0.00361636363636364,0.609090909090909,0.918181818181818,120
"CovidHub-baseline","46",0.00186026372477108,0.00295636363636364,0.545454545454545,0.945454545454545,120
"CovidHub-baseline","47",0.00146519056763089,0.00233454545454545,0.609090909090909,1,120
"CovidHub-baseline","48",0.00267854682634943,0.00371636363636364,0.572727272727273,0.881818181818182,120
"CovidHub-baseline","49",0.0014318922861398,0.00217454545454545,0.663636363636364,0.990909090909091,120
"CovidHub-baseline","50",0.0013536765063639,0.00194909090909091,0.763636363636364,1,120
"CovidHub-baseline","51",0.00168927504909462,0.00263727272727273,0.590909090909091,1,120
