"model_id","horizon","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble",0,1.0329838565973,30.7477531057299,1.03619282013259,44.9668146801008,0.266666666666667,0.733333333333333,16
"CADPH-CovidCAT_Ensemble",1,0.891691850213712,40.9349061794316,0.88217696434146,60.2834327204889,0.428571428571429,0.785714285714286,16
"CADPH-CovidCAT_Ensemble",2,0.880100487863506,53.7357572399508,0.918630656948539,82.6969834411013,0.307692307692308,0.769230769230769,16
"CADPH-CovidCAT_Ensemble",3,0.740037662295604,54.7080897170396,0.748107538638813,82.0357817665665,0.333333333333333,0.833333333333333,16
"CEPH-Rtrend_covid",0,0.994730693001764,16.3122560048647,1.01436294553043,23.7552447552448,0.332167832167832,0.728583916083916,2340
"CEPH-Rtrend_covid",1,1.00936876314306,22.5931626740297,1.08656513685533,34.324686940966,0.406529516994633,0.837656529516995,2340
"CEPH-Rtrend_covid",2,1.04861211935535,30.3745835324096,1.12126043099402,45.8044871794872,0.4253663003663,0.853479853479853,2340
"CEPH-Rtrend_covid",3,1.08971295963166,38.3637323598988,1.15724564227521,57.1951219512195,0.397748592870544,0.829737335834897,2340
"CFA-EpiAutoGP",0,0.97923615517913,16.8719382046601,1.04416676248462,25.5945831792708,0.510416666666667,0.930208333333333,1008
"CFA-EpiAutoGP",1,1.00894715969191,26.3374337229858,1.07982933385936,39.9970980964912,0.484649122807018,0.922149122807018,1008
"CFA-EpiAutoGP",2,1.04082014862734,34.8902739315859,1.09333853910635,51.9547686063889,0.505787037037037,0.93287037037037,1008
"CFA-EpiAutoGP",3,1.04724172334147,43.2140118149961,1.10367282304897,64.171479164951,0.482843137254902,0.926470588235294,1008
"CFA_Pyrenew-PyrenewHEW_COVID",0,0.76646578092016,10.6567922835879,0.820244682626152,16.35,0.483783783783784,0.9,1110
"CFA_Pyrenew-PyrenewHEW_COVID",1,0.787442530309322,16.1828611633373,0.840010758324313,24.3468468468468,0.443243243243243,0.896396396396396,1110
"CFA_Pyrenew-Pyrenew_HE_COVID",0,0.727907144985687,11.5041153742208,0.769975375372179,17.5387931034483,0.477313974591652,0.914246823956443,2254
"CFA_Pyrenew-Pyrenew_HE_COVID",1,0.766673318110478,16.6794376973073,0.808980153855578,25.1267409470752,0.473073351903435,0.922005571030641,2254
"CFA_Pyrenew-Pyrenew_HW_COVID",0,0.948896253291591,13.3838318630844,1.00679736086322,20.434515195369,0.508683068017366,0.932706222865412,1382
"CFA_Pyrenew-Pyrenew_HW_COVID",1,1.02137392238721,19.9388387576291,1.08016328870663,29.705499276411,0.540520984081042,0.952243125904486,1382
"CFA_Pyrenew-Pyrenew_H_COVID",0,0.99684980355076,15.9408124664879,1.069799546396,24.5545129579982,0.431635388739946,0.906166219839142,2287
"CFA_Pyrenew-Pyrenew_H_COVID",1,1.02755082832772,22.6798191894793,1.1058785540621,34.7338820301783,0.488797439414723,0.930498399634202,2287
"CMU-TimeSeries",0,0.851235195988112,13.7008888659448,0.90605044057987,21.1277389917518,0.424786324786325,0.936324786324786,2392
"CMU-TimeSeries",1,0.842223221707079,18.4479849943846,0.923801924890399,28.9720893507443,0.449737762237762,0.935751748251748,2392
"CMU-TimeSeries",2,0.87310667139209,24.5744467685499,0.949389031102691,38.2795362388128,0.455277280858676,0.931127012522361,2392
"CMU-TimeSeries",3,0.922876286769916,31.6154849431644,1.00511031678719,49.0062650086899,0.455128205128205,0.922619047619048,2392
