"model_id","location","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA-EpiAutoGP","08",1.35908839516699,15.4933330992174,1.28298283529913,24.5118498,0.4,1,20
"CFA-EpiAutoGP","09",0.814803781587317,12.2904597586087,0.75679975019146,18.8323242,0.6,1,20
"CFA-EpiAutoGP","10",1.96087172272582,6.07194846245217,2.46360459320417,10.4716272,0.3,1,20
"CFA-EpiAutoGP","11",1.63744658347621,4.94912498408696,1.66328516507871,7.2452845,0.5,1,20
"CFA-EpiAutoGP","12",1.82332140711878,50.2141947406087,2.82404702382926,82.003684,0.4,1,20
"CFA-EpiAutoGP","13",1.82790043112808,36.8032827092609,1.7115167134324,56.4230336,0.2,0.7,20
"CFA-EpiAutoGP","15",0.825757391220795,1.42808495268004,1.86160331499621,2.21477464,0.9,1,20
"CFA-EpiAutoGP","16",1.73472443337411,8.15688918731304,1.63625257031574,11.9697034,0.3,0.8,20
"CFA-EpiAutoGP","17",1.06761700617737,46.3352685208696,1.02783464320433,77.438714,0.2,1,20
"CFA-EpiAutoGP","18",1.13642067127289,22.1676235433043,1.15208853694132,35.340729,0.5,1,20
"CFA-EpiAutoGP","19",0.861395548816632,7.48534454230435,0.791936977511913,11.8229494,0.7,1,20
"CFA-EpiAutoGP","20",1.14750862534549,11.2802128321739,1.09417179591933,16.9900881,0.5,0.9,20
"CFA-EpiAutoGP","21",1.13288597571892,15.3866985626087,1.02819762680133,23.3650649,0.6,1,20
"CFA-EpiAutoGP","22",1.30545972480037,10.0089756944348,2.23024889881905,15.3298281,0.7,1,20
"CFA-EpiAutoGP","23",1.27217008584276,7.58537410388696,1.17280040019223,11.1272839,0.5,1,20
"CFA-EpiAutoGP","24",0.956010630306742,8.39241415030435,0.830734868228225,11.4571114,0.6,1,20
"CFA-EpiAutoGP","26",0.923196813242774,33.7949975873913,1.03009775837279,53.89071,0.3,1,20
"CFA-EpiAutoGP","28",1.10335185899413,13.1822010925217,1.11774635999348,22.1955091,0.2,1,20
"CFA-EpiAutoGP","29",0.906741991838205,14.5434359433913,1.03960537653918,22.7229112,0.6,1,20
"CFA-EpiAutoGP","30",0.668579308043667,3.02165038793044,0.547081925942532,3.9346045,0.7,1,20
"CFA-EpiAutoGP","31",1.15675083065573,4.90000772618261,1.06346881463395,6.0622012,1,1,20
"CFA-EpiAutoGP","32",1.35941792600046,4.65318781548261,1.96719141778505,7.3527729,0.4,1,20
"CFA-EpiAutoGP","33",1.03649621874917,10.2788054900565,1.02342682877295,16.1178959,0.3,0.7,20
"CFA-EpiAutoGP","34",1.11020355051122,22.9813055337391,1.1599713506406,35.606558,0.4,1,20
"CFA-EpiAutoGP","35",0.914744570965614,5.44444926185652,0.852301199567112,7.8588637,0.6,1,20
"CFA-EpiAutoGP","36",1.17366708186403,47.043061393913,1.09140647489368,68.292474,0.5,0.7,20
"CFA-EpiAutoGP","37",0.934606603609034,18.4542187115217,0.858357033051863,27.584564,0.9,1,20
"CFA-EpiAutoGP","38",0.881398274204,4.43081107301304,0.788981144234025,5.9150149,0.7,1,20
"CFA-EpiAutoGP","39",0.793584602238911,28.6547068613043,0.699260013549087,41.964583,0.7,1,20
"CFA-EpiAutoGP","40",1.25137331888275,20.293618866913,1.438651507114,34.611596,0.4,1,20
"CFA-EpiAutoGP","41",1.55792404991258,7.37268597329565,1.73772771698415,10.9321472,0,0.5,20
"CFA-EpiAutoGP","42",0.762451980705926,33.3559260856522,0.851891379431842,48.935407,0.7,1,20
"CFA-EpiAutoGP","44",0.546752555562006,3.4736473489,0.549181771642268,4.8790735,0.7,1,20
"CFA-EpiAutoGP","45",1.41762884738722,18.1343651072609,1.67330094488152,30.2202615,0.2,0.9,20
"CFA-EpiAutoGP","46",1.3344879894661,7.55862753865217,1.27827737508308,12.143271,0.5,1,20
"CFA-EpiAutoGP","47",1.03217513170875,11.3607854706087,1.14837225236639,14.7223995,0.9,1,20
"CFA-EpiAutoGP","48",1.34475094877892,40.4426264773913,1.50505087669834,59.565895,0.7,1,20
"CFA-EpiAutoGP","49",0.936708473405697,3.43912741363478,1.01722751275932,5.1461519,0.4,0.9,20
"CFA-EpiAutoGP","50",0.776334908850689,1.59296688091739,0.715079463973152,1.65261058,0.8,1,20
"CFA-EpiAutoGP","51",0.962448338218672,11.0081343358696,0.97373055352556,11.672028,0.9,1,20
"CFA-EpiAutoGP","53",1.6718307913313,16.2693143675652,1.65622540402819,26.7066403,0.3,1,20
"CFA-EpiAutoGP","55",0.840323043881678,20.9792692614348,0.802923277717618,31.403674,0.6,0.9,20
"CFA-EpiAutoGP","56",1.05900972123905,8.25005946268261,1.06636909035817,13.4999048,0.1,0.9,20
"CFA_Pyrenew-Pyrenew_HE_COVID","01",0.478567581688268,13.4258537267081,0.604667123251994,22.4285714285714,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","02",0.628776295901948,1.15759440993789,0.610688179850737,1.85714285714286,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","04",0.646496626747806,5.80981055900621,0.953097385894265,8.78571428571429,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","05",0.680309371110609,6.90396459627329,0.657989288367376,10.7142857142857,0.428571428571429,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","06",0.635251988336391,18.626350931677,0.645782436377928,26.2857142857143,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","08",0.445710474863439,4.55961801242236,0.367843848188945,6.42857142857143,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","09",0.775249890586164,10.7693618012422,0.832107176320794,19.2142857142857,0,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","10",1.69083000102911,4.45739751552795,2.13942662077857,7.71428571428571,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","11",1.75416817941106,5.53383695652174,1.95284049744992,8.8,0.2,0.8,8
"CFA_Pyrenew-Pyrenew_HE_COVID","12",0.949428376200771,24.2767795031056,1.36211230630198,38.6428571428571,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","13",1.02329260111292,24.0502095652174,0.901998145008586,34.6,0.4,0.6,8
"CFA_Pyrenew-Pyrenew_HE_COVID","15",0.629260483966726,0.844847204968944,1.62298282810754,1.42857142857143,1,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","16",0.991609062739951,4.68330217391304,1.03503692715412,7.57142857142857,0.142857142857143,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","17",0.552892999527732,21.6629717391304,0.574665847250469,39,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","18",0.725056935956404,13.2385770186335,0.654864903959664,18.7142857142857,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","19",0.581286553962385,5.11830341614907,0.333035584152717,5.35714285714286,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","20",0.680384316370595,7.04311832298137,0.663705243823704,11.1428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","21",0.61949346404819,7.64343757763975,0.580590411799886,11.5,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","22",0.750022986882473,5.54038788819876,0.967676882005605,6.57142857142857,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","23",0.632001246936257,3.73767453416149,0.699976100869631,6.57142857142857,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","24",0.825741962350187,5.85101801242236,0.932436130894641,9.78571428571429,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","25",0.71478241827892,12.0814745341615,0.86009550425819,20.5714285714286,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","26",0.330452325921649,12.8509391304348,0.352876925552953,20.2857142857143,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","27",0.875070748087697,9.58767422360248,0.90618713364437,15.1428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","28",0.654592686646091,8.73072826086956,0.661358397225949,15,0,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","29",0.851930795504706,14.4561652173913,0.961046889841462,22,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","30",0.681355958356592,3.01218664596273,0.687898590812998,4.85714285714286,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","31",1.88652757933094,7.50742204968944,2.24421576395851,12.2857142857143,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","32",0.858293455092683,2.56620186335404,1.29073116011848,4.21428571428571,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","33",0.621401084975223,7.33061304347826,0.58885732230698,10.8571428571429,0.428571428571429,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","34",0.67261043153733,14.9433068322981,0.614473477733912,21.5714285714286,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","35",0.98465009654395,5.19944813664596,1.08751460107336,8.71428571428571,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","36",1.07059166136084,45.9083968944099,0.956419576282564,66.2857142857143,0.285714285714286,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","37",1.14607213915017,18.8774543478261,0.978518848370593,26,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","38",1.7531664105623,9.07498043478261,1.85087925121775,14.8571428571429,0.142857142857143,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_HE_COVID","39",0.744838992490285,23.9718937888199,0.747042522610153,41.1428571428571,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","40",0.691262466799364,12.5849360248447,0.744308675626937,20.6428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","41",0.802263813608915,3.5830251552795,0.917175305548363,5.42857142857143,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","42",1.04095610775028,43.4230164596273,1.2017017363549,67.1428571428571,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","44",0.951810191419516,6.94784534161491,0.960577731029843,10.5714285714286,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","45",0.996024282710898,12.0200049689441,1.10280637000819,18.1428571428571,0.428571428571429,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","46",0.783060846824589,3.99815310559006,0.708981171370865,6,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","47",0.823053471525621,7.90802857142857,0.904778401625622,10.1428571428571,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","48",0.835637548905725,21.0664717391304,1.014445675278,33.5714285714286,0.285714285714286,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","49",0.938485485591897,3.30124720496894,1.12521048037406,5.57142857142857,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","50",0.83648610752874,1.70837329192547,0.904319763869184,2.28571428571429,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","51",1.38749797102775,13.8512546583851,1.70798211307384,18.7142857142857,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","53",1.42707620565913,11.1784791925466,1.41551561588254,18.1428571428571,0.285714285714286,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_HE_COVID","54",0.672244655523954,6.42788913043478,0.615885896175575,9.78571428571429,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_HE_COVID","55",0.457399265013875,10.5632965838509,0.406878429268521,14.2857142857143,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","01",1.14654444003375,33.3997152173913,1.17149378310548,44.4285714285714,0.428571428571429,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_H_COVID","02",1.16187789931001,2.12952111801242,1.03803653889701,3.14285714285714,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","04",0.817653037455125,7.39794596273292,0.924158458878053,8.57142857142857,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","05",1.4934581101974,15.5014760869565,1.43775499173326,23.5714285714286,0.142857142857143,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_H_COVID","06",1.15485349042511,34.4830736024845,1.22702517883206,50.2857142857143,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_H_COVID","08",1.24878154778692,12.6318704968944,1.15084345314169,19.6428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","09",0.918232223069073,12.7137944099379,0.84921978914815,19.5714285714286,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","10",0.944260190702157,2.52243260869565,0.543519806796508,2,1,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","11",0.975525371732063,3.19862304347826,1.04955857753735,5,0.8,1,8
"CFA_Pyrenew-Pyrenew_H_COVID","12",1.16529877545688,30.6357950310559,1.64619655556516,48.5714285714286,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","13",1.36248506809904,32.2524847826087,1.26604928521718,48.9,0.2,0.8,8
"CFA_Pyrenew-Pyrenew_H_COVID","15",0.605617891162251,0.816991304347826,0.985992922632842,0.857142857142857,1,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","16",1.09334255919648,5.19493757763975,1.12541160225506,8.28571428571429,0.285714285714286,1,8
"CFA_Pyrenew-Pyrenew_H_COVID","17",0.76203280107692,29.9234136645963,0.633247794633767,43.3571428571429,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","18",0.980153251356759,17.9846894409938,0.984255899369007,28.7142857142857,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","19",0.820103122443756,7.27070745341615,0.690113235651526,11.2857142857143,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","20",1.23726645019865,12.623250931677,1.32553326298504,21.8571428571429,0.142857142857143,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","21",1.71084321648687,20.538750621118,1.68602755538384,32,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","22",1.04723223682895,7.6522847826087,1.34440276210313,9.14285714285714,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","23",1.07752997216871,6.35634378881988,1.05506301303415,9.85714285714286,0.428571428571429,1,8
"CFA_Pyrenew-Pyrenew_H_COVID","24",1.26596462709388,8.98262826086957,1.21113406470232,12.8571428571429,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","25",1.38930355354463,23.6636928571429,1.66323893873437,40.1428571428571,0.142857142857143,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","26",1.19322645217066,46.9815170807453,1.3224732456395,77.2857142857143,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","27",1.1474486579086,12.6632686335404,1.10910916314647,18.7142857142857,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","28",1.07373903571791,14.3464270186335,1.06226271104685,24.1428571428571,0.142857142857143,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","29",1.91783438991771,33.4568673913043,2.06394947501456,48.7857142857143,0.428571428571429,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_H_COVID","30",1.12309784934014,5.10378850931677,1.10646198694563,8,0.428571428571429,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_H_COVID","31",1.36343895224895,5.42079658385093,1.22319569341681,6.71428571428571,1,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","32",0.987868127182917,2.91741956521739,1.2795190493934,4.14285714285714,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","33",1.27630590508543,15.2802897515528,1.21870625123343,23,0.142857142857143,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_H_COVID","34",1.73803794595992,37.7225326086957,1.80389762567653,61.4285714285714,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","35",0.784148316228619,4.02603881987578,0.753756387046413,5.85714285714286,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","36",1.51137887163508,65.0670649068323,1.43128556562608,100.142857142857,0.142857142857143,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_H_COVID","37",1.47588738042577,23.3028810559006,1.53147137672448,39,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","38",1.24609057276764,6.39561956521739,1.35611308134958,10.8571428571429,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","39",0.938168307105695,29.467451242236,0.814136989675559,43.2857142857143,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","40",1.14938691900574,21.5056357142857,1.1321391395823,32.4285714285714,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_H_COVID","41",1.00156706459044,4.67224627329192,1.23358033924459,7.57142857142857,0.428571428571429,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_H_COVID","42",1.28208598858302,52.2788170807453,1.67664165397989,91.7857142857143,0.142857142857143,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","44",1.33720927777127,9.72259347826087,1.31344116671078,14.4285714285714,0.571428571428571,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_H_COVID","45",1.65624363035421,20.0172618012422,1.69478305302806,28,0.571428571428571,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_H_COVID","46",0.779168049933853,3.90650590062112,0.616916968490814,5,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","47",1.27548030486986,12.1021950310559,1.38843462094614,15.1428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","48",0.93743546034339,23.5815164596273,1.02136246633288,33.6428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","49",1.03921775367849,3.59808074534162,1.277073307101,6.21428571428571,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","50",0.902336942344595,1.84289316770186,1.19829463924086,3,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","51",1.36355991434053,13.8768354037267,2.06960269895653,23.1428571428571,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","53",1.35155562291346,10.6984301242236,1.33896400459293,17.2857142857143,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","54",0.89388241646581,8.40764813664596,0.824131738490857,12.7857142857143,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","55",1.00963629233437,23.1880965838509,1.00533847110649,35.1428571428571,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_H_COVID","56",1.18752058322242,9.3823549689441,1.17984954476304,14.8571428571429,0.285714285714286,0.857142857142857,10
"CMU-TimeSeries","01",0.27370499209651,7.94335397768873,0.253212706371432,9.46707082981267,0.8,1,20
"CMU-TimeSeries","02",0.602755510905809,1.03336993382477,0.603272505701714,1.58462038908714,0.5,1,20
"CMU-TimeSeries","04",0.735437211836188,8.29185151339889,0.927291065128787,10.3753498965753,0.9,1,20
"CMU-TimeSeries","05",1.05608629572511,9.46183051283755,1.0377474952534,14.7741696282372,0.3,1,20
"CMU-TimeSeries","06",1.16553067254776,42.083106272488,1.15552963127676,58.8723550872693,0.5,1,20
"CMU-TimeSeries","08",0.80954132832147,9.40137603246296,0.635921256623628,12.1784334756641,0.8,1,20
"CMU-TimeSeries","09",1.00913965905183,15.1761653752898,0.968779507107017,24.168090778696,0.1,0.9,20
"CMU-TimeSeries","10",0.655132969306022,1.92620069564864,0.618738780216327,2.38348447939699,0.8,1,20
"CMU-TimeSeries","11",1.90125463730647,5.44055619387414,1.8843758410053,7.91288709509435,0.1,0.6,20
"CMU-TimeSeries","12",0.837346904728495,23.5662528932107,0.889498676700959,25.9741225810192,0.9,1,20
"CMU-TimeSeries","13",0.987400602313672,20.7196500477832,0.858675235558492,28.8692502802501,0.5,1,20
"CMU-TimeSeries","15",0.920907643890052,1.70293996052058,2.08466607633389,2.61506418133649,0.1,1,20
"CMU-TimeSeries","16",0.990993393965161,4.69697835894036,0.941468616294919,6.95613528972203,0.3,0.8,20
"CMU-TimeSeries","17",0.637716940186589,28.9933989045645,0.505039962035376,40.0461935127433,0.6,1,20
"CMU-TimeSeries","18",0.859353815779532,16.887781874499,0.720735942289397,21.7518862351572,0.9,1,20
"CMU-TimeSeries","19",0.765825018142829,6.75210568472848,0.650680959662757,9.89776711116152,0.8,1,20
"CMU-TimeSeries","20",0.856348969204279,8.60019020397857,0.825326385703638,13.0818032536352,0.5,1,20
"CMU-TimeSeries","21",0.864131042927156,11.236595643663,0.972265683957808,20.5194178914614,0.8,1,20
"CMU-TimeSeries","22",0.779989700548456,6.05654473989537,1.04488138598592,7.24645726627406,0.9,1,20
"CMU-TimeSeries","23",0.997261870375434,5.86053561848825,0.958797196055933,9.02452189446213,0.3,0.6,20
"CMU-TimeSeries","24",0.757290869701764,6.63782707977339,0.702890223672548,9.54693717123528,0.9,1,20
"CMU-TimeSeries","25",1.07174019835648,19.0554274279177,1.1076514916018,28.2320742723926,0.4,0.9,20
