"model_id","target_end_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble",2026-02-14,1.36683092760131,65.4247908273018,1.10852952790576,87.608442838832,0,0,1
"CADPH-CovidCAT_Ensemble",2026-02-21,0.814503234376298,17.1698705865372,1.25741919204736,31.2854422387165,0.5,1,2
"CADPH-CovidCAT_Ensemble",2026-02-28,0.82990712342665,20.6424881704078,1.20367040330771,36.1200957830133,0.333333333333333,1,3
"CADPH-CovidCAT_Ensemble",2026-03-07,0.644535425960446,33.6040849958108,0.67543078925356,55.3794719856567,0,0.75,4
"CEPH-Rtrend_covid",2026-02-14,1.01240976636859,12.3546906354515,0.974567528798072,18.8653846153846,0.461538461538462,0.826923076923077,52
"CEPH-Rtrend_covid",2026-02-21,1.04766564334407,15.1395986622074,1.17256263105961,24.4807692307692,0.403846153846154,0.865384615384615,104
"CEPH-Rtrend_covid",2026-02-28,0.980359690251989,12.9182469342252,1.15674437781695,20.8141025641026,0.615384615384615,0.948717948717949,156
"CEPH-Rtrend_covid",2026-03-07,0.922698949744099,15.1385597826087,0.903949953648384,22.6826923076923,0.528846153846154,0.889423076923077,208
"CFA-EpiAutoGP",2026-02-14,0.822948148541736,10.8387502461673,0.807655925562259,16.7418314625,0.479166666666667,0.9375,48
"CFA-EpiAutoGP",2026-02-21,0.982326733964401,14.2160383564129,1.03413152237122,21.6145914697917,0.59375,0.958333333333333,96
"CFA-EpiAutoGP",2026-02-28,1.10712701246651,14.1059908073936,1.24164860825303,20.8405806006944,0.590277777777778,0.972222222222222,144
"CFA-EpiAutoGP",2026-03-07,1.31666331022345,20.7551126590464,1.31281712696455,31.8656384146875,0.421875,0.911458333333333,192
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-02-14,0.657068005304638,9.052902,0.705361314509824,15.33,0.44,0.98,50
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-02-21,0.9247368511077,13.643116592724,0.976797852318698,20.5459183673469,0.489795918367347,0.948979591836735,98
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-02-28,0.906404963599402,10.6631791259982,1.07302172117228,16.6071428571429,0.581632653061224,0.959183673469388,98
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-03-07,0.650487106334031,9.53337082608696,0.597096278456729,14.37,0.57,0.93,100
"CFA_Pyrenew-Pyrenew_H_COVID",2026-02-14,1.33089280620249,16.5301868712702,1.32896999706278,26.421568627451,0.352941176470588,0.882352941176471,51
"CFA_Pyrenew-Pyrenew_H_COVID",2026-02-21,1.34027042095669,19.7376658913043,1.45387993865609,30.7,0.51,0.94,100
"CFA_Pyrenew-Pyrenew_H_COVID",2026-02-28,1.26917224088022,14.9355293695652,1.46623602295196,22.65,0.57,0.97,100
"CFA_Pyrenew-Pyrenew_H_COVID",2026-03-07,1.04984476487061,15.2979529838022,1.01443984543388,22.906862745098,0.57843137254902,0.970588235294118,102
"CMU-TimeSeries",2026-02-14,0.908092016845214,11.5806268788572,0.939155640439007,18.6625709838911,0.461538461538462,0.961538461538462,52
"CMU-TimeSeries",2026-02-21,0.872404487176215,12.3711480865702,0.848069458204849,19.1561709243934,0.480769230769231,0.961538461538462,104
"CMU-TimeSeries",2026-02-28,0.799058714204306,10.2162872374269,0.760959973051632,12.9543610017087,0.647435897435897,0.955128205128205,156
"CMU-TimeSeries",2026-03-07,0.897620847176723,14.3229729826142,0.85755028161443,20.7354915658837,0.461538461538462,0.927884615384615,208
"CovidHub-baseline",2026-02-14,1,12.4134392140468,1,19.3461538461538,0.5,0.980769230769231,52
"CovidHub-baseline",2026-02-21,1,14.0663742050278,1,20.5288461538462,0.625,0.961538461538462,104
"CovidHub-baseline",2026-02-28,1,12.650491741582,1,16.8717948717949,0.666666666666667,0.987179487179487,156
"CovidHub-baseline",2026-03-07,1,16.4956836303683,1,25.2644230769231,0.620192307692308,0.995192307692308,208
