"model_id","location","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble","06",0.908029174544803,44.2475352559598,0.977365848969386,66.2585267448421,0.333333333333333,0.777777777777778,64
"CEPH-Rtrend_covid","01",0.966559513640825,30.1553350383632,0.955983323772695,41.7058823529412,0.352941176470588,0.717647058823529,180
"CEPH-Rtrend_covid","02",1.13494803464117,3.59567519181586,1.03001352487279,5.38235294117647,0.376470588235294,0.782352941176471,180
"CEPH-Rtrend_covid","04",0.987420419272118,21.8255012787724,1.33099437170898,34.8764705882353,0.447058823529412,0.923529411764706,180
"CEPH-Rtrend_covid","05",1.19662603911395,12.3278235294118,1.21193075419047,18.7294117647059,0.258823529411765,0.8,180
"CEPH-Rtrend_covid","06",1.23655560753797,135.62815601023,1.37684148150979,205.482352941176,0.229411764705882,0.729411764705882,180
"CEPH-Rtrend_covid","08",1.1446535560106,16.0232071611253,1.20390186799923,24.2529411764706,0.394117647058824,0.829411764705882,180
"CEPH-Rtrend_covid","09",1.01059776539216,17.0485805626598,1.11155085442152,26.8470588235294,0.405882352941176,0.835294117647059,180
"CEPH-Rtrend_covid","10",0.986050958236278,5.22337084398977,0.997179815236432,7.57647058823529,0.535294117647059,0.829411764705882,180
"CEPH-Rtrend_covid","11",1.11654668633964,5.45004859335038,1.09748304720817,8.29411764705882,0.382352941176471,0.811764705882353,180
"CEPH-Rtrend_covid","12",1.07158978027938,118.290414322251,1.10162092674809,165.635294117647,0.347058823529412,0.647058823529412,180
"CEPH-Rtrend_covid","13",0.978697636351257,36.1180664961637,0.9817933887235,53.3176470588235,0.317647058823529,0.782352941176471,180
"CEPH-Rtrend_covid","15",1.17386374104471,8.51761381074169,1.25562711699598,13.0470588235294,0.335294117647059,0.776470588235294,180
"CEPH-Rtrend_covid","16",1.02388404683601,6.97852429667519,0.981151520685477,10.8058823529412,0.323529411764706,0.829411764705882,180
"CEPH-Rtrend_covid","17",0.764628462984899,49.064104859335,0.827497157789324,75.9823529411765,0.494117647058824,0.905882352941176,180
"CEPH-Rtrend_covid","18",0.808604223800252,30.1135959079284,0.935129500654139,47.8588235294118,0.470588235294118,0.870588235294118,180
"CEPH-Rtrend_covid","19",1.01156665840464,11.3896751918159,1.03526993524862,17.3647058823529,0.394117647058824,0.764705882352941,180
"CEPH-Rtrend_covid","20",1.04219689763744,13.6499309462916,1.17893212205322,21.2941176470588,0.358823529411765,0.817647058823529,180
"CEPH-Rtrend_covid","21",0.898656853102504,17.5820230179028,1.02977949483165,28.1352941176471,0.4,0.905882352941176,180
"CEPH-Rtrend_covid","22",0.973670330786068,21.4056010230179,0.964839396051133,31.8647058823529,0.388235294117647,0.8,180
"CEPH-Rtrend_covid","23",0.946596393563364,4.74786189258312,0.989375773396806,7.33529411764706,0.452941176470588,0.841176470588235,180
"CEPH-Rtrend_covid","24",1.11296658889049,17.4376240409207,1.10905557200998,26.8117647058824,0.411764705882353,0.841176470588235,180
"CEPH-Rtrend_covid","25",1.10795515834248,34.4202506393862,1.13509223347165,52.7764705882353,0.429411764705882,0.847058823529412,180
"CEPH-Rtrend_covid","26",1.25221202262385,76.4500434782609,1.20323308634122,105.264705882353,0.4,0.729411764705882,180
"CEPH-Rtrend_covid","27",0.90374131372123,17.0599335038363,1.06334204066735,26.8470588235294,0.411764705882353,0.894117647058824,180
"CEPH-Rtrend_covid","28",0.899080429430531,9.75514066496164,0.980458204670145,15.4529411764706,0.452941176470588,0.9,180
"CEPH-Rtrend_covid","29",1.17426387487147,31.8716445012788,1.23060433672137,47.0058823529412,0.211764705882353,0.682352941176471,180
"CEPH-Rtrend_covid","30",0.942785347449173,4.84201023017903,0.945349251124114,7.54705882352941,0.458823529411765,0.876470588235294,180
"CEPH-Rtrend_covid","31",0.983442971897851,8.10091304347826,1.01783475543098,12.2941176470588,0.435294117647059,0.847058823529412,180
"CEPH-Rtrend_covid","32",1.11447474030214,6.97541943734015,1.19199550075916,10.7764705882353,0.405882352941176,0.852941176470588,180
"CEPH-Rtrend_covid","33",0.94990746165405,6.19323017902813,1.05836281022072,9.34117647058824,0.535294117647059,0.835294117647059,180
"CEPH-Rtrend_covid","34",1.02700478161863,32.5177621483376,1.11366345187104,53.1941176470588,0.441176470588235,0.923529411764706,180
"CEPH-Rtrend_covid","35",1.08011421855107,9.47773657289003,1.12261506851241,15.5941176470588,0.341176470588235,0.9,180
"CEPH-Rtrend_covid","36",1.35817010339744,73.7589232736573,1.2634465530446,110.111764705882,0.3,0.735294117647059,180
"CEPH-Rtrend_covid","37",0.896207415390731,44.4631406649616,0.920939394780849,65.9529411764706,0.341176470588235,0.752941176470588,180
"CEPH-Rtrend_covid","38",0.86731705208623,4.76876726342711,0.912198959070648,7.25882352941176,0.370588235294118,0.835294117647059,180
"CEPH-Rtrend_covid","39",0.855219880243615,58.0250792838875,0.988383040370857,91.8117647058824,0.364705882352941,0.847058823529412,180
"CEPH-Rtrend_covid","40",1.35026928983427,24.6455677749361,1.3537327982385,36.2647058823529,0.235294117647059,0.676470588235294,180
"CEPH-Rtrend_covid","41",1.0211700291991,13.2573273657289,1.01013620567753,19.2705882352941,0.411764705882353,0.747058823529412,180
