"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"CovidHub-baseline",2025-09-13,0.00250738998050094,0.0040009999299993,0.4,0.92,100
"CovidHub-baseline",2025-09-20,0.00240977772771506,0.00362999964749647,0.42,0.92,100
"CovidHub-baseline",2025-09-27,0.00260450693235445,0.00396666630166302,0.36,0.906666666666667,150
"CovidHub-baseline",2025-10-04,0.0027158603495391,0.00454199923249232,0.18,0.94,100
"CovidHub-baseline",2025-10-11,0.00327785800589223,0.00550799990749908,0.17,0.93,100
"CovidHub-baseline",2025-10-18,0.00301634102734019,0.005194,0.24,0.96,50
"CovidHub-baseline",2025-11-22,0.000574102736169753,0.00066,0.8,1,50
"CovidHub-baseline",2025-11-29,0.000836411775712866,0.001163,0.69,1,100
"CovidHub-baseline",2025-12-06,0.00106666562346718,0.00156733330333303,0.686666666666667,0.993333333333333,150
"CovidHub-baseline",2025-12-13,0.00114754597524344,0.00175799947749477,0.675,1,200
"CovidHub-baseline",2025-12-20,0.00174898988698596,0.00288249906374064,0.465,0.995,200
"CovidHub-baseline",2025-12-27,0.00314488209606253,0.00483149923499235,0.3,0.77,200
"CovidHub-baseline",2026-01-03,0.00304346767855844,0.00464149958374584,0.38,0.84,200
"CovidHub-baseline",2026-01-10,0.00163681986722714,0.0024925,0.595,0.975,200
"CovidHub-baseline",2026-01-17,0.0012820559472351,0.00187049991749918,0.695,1,200
"CovidHub-baseline",2026-01-24,0.00120053823886658,0.0016875,0.7,1,200
"CovidHub-baseline",2026-01-31,0.00114394665872715,0.00153449965124651,0.765,1,200
"CovidHub-baseline",2026-02-07,0.00104077523540305,0.001331,0.84,1,200
"CovidHub-baseline",2026-02-14,0.000973139411278308,0.001205,0.875,1,200
"CovidHub-baseline",2026-02-21,0.000954485056486326,0.001157,0.88,1,200
"CovidHub-baseline",2026-02-28,0.00117121745916568,0.0016355,0.695,0.995,200
"CovidHub-baseline",2026-03-07,0.00127605697579832,0.0019465,0.68,1,200
"CovidHub-ensemble",2026-01-17,0.000577731951754529,0.000904735647442738,0.63265306122449,0.979591836734694,50
"CovidHub-ensemble",2026-01-24,0.000843185275062841,0.00132508911736518,0.510204081632653,0.959183673469388,100
"CovidHub-ensemble",2026-01-31,0.000768322819587795,0.00119944112964373,0.639455782312925,0.986394557823129,149
"CovidHub-ensemble",2026-02-07,0.000728465964182571,0.00106947358290128,0.709183673469388,1,198
"CovidHub-ensemble",2026-02-14,0.000734926358034385,0.0010934446158559,0.683673469387755,0.994897959183674,198
"CovidHub-ensemble",2026-02-21,0.000701728948517234,0.00099106489988081,0.653061224489796,0.994897959183674,198
"CovidHub-ensemble",2026-02-28,0.000804354013122523,0.00121956472520587,0.540816326530612,0.969387755102041,198
"CovidHub-ensemble",2026-03-07,0.000829121403906736,0.00130111539118351,0.479591836734694,0.964285714285714,198
"UGA_flucast-INFLAenza",2025-06-28,0.000305953251258081,0.00045710333138358,0.489795918367347,0.938775510204082,49
"UGA_flucast-INFLAenza",2025-07-05,0.000381336939903157,0.000550627770177235,0.612244897959184,0.959183673469388,49
"UGA_flucast-INFLAenza",2025-07-12,0.000572299816794138,0.000912370023950627,0.346938775510204,0.897959183673469,98
"UGA_flucast-INFLAenza",2025-07-19,0.000691366301099202,0.00108790927560821,0.421768707482993,0.918367346938776,147
"UGA_flucast-INFLAenza",2025-07-26,0.00073834142974334,0.00116116950046246,0.510204081632653,0.931972789115646,147
"UGA_flucast-INFLAenza",2025-08-02,0.000880131065590645,0.00144953317948606,0.535714285714286,0.979591836734694,196
"UGA_flucast-INFLAenza",2025-08-09,0.000976000089568729,0.00157296653417305,0.520408163265306,0.994897959183674,196
"UGA_flucast-INFLAenza",2025-08-16,0.00134461700063853,0.00208639236437533,0.530612244897959,0.918367346938776,196
"UGA_flucast-INFLAenza",2025-08-23,0.00163552885933521,0.00256866122680492,0.489795918367347,0.928571428571429,196
"UGA_flucast-INFLAenza",2025-08-30,0.0017977586568582,0.00285931870169952,0.510204081632653,0.938775510204082,147
"UGA_flucast-INFLAenza",2025-09-06,0.00179199423497191,0.00286353394507372,0.374149659863946,0.91156462585034,147
"UGA_flucast-INFLAenza",2025-09-13,0.00204679863772214,0.00323546872543325,0.326530612244898,0.846938775510204,98
"UGA_flucast-INFLAenza",2025-09-20,0.00246287104528424,0.00375420929664812,0.204081632653061,0.795918367346939,49
"UGA_flucast-INFLAenza",2025-09-27,0.00161068383534739,0.00244506300114611,0.397959183673469,0.86734693877551,98
