reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.45,79.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.5,80.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.55,87.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.6,90.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.65,98.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.7,106.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.75,107.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.8,107.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.85,107.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.9,107.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.95,115.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.975,138.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,40,quantile,0.99,142.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.01,27.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.025,45.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.05,48.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.1,56.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.15,60.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.2,67.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.25,70.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.3,72.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.35,74.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.4,77.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.45,79.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.5,83.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.55,86.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.6,86.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.65,88.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.7,93.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.75,95.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.8,105.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.85,109.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.9,112.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.95,116.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.975,130.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,41,quantile,0.99,143.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.01,221.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.025,341.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.05,377.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.1,427.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.15,430.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.2,452.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.25,467.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.3,473.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.35,473.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.4,483.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.45,506.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.5,511.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.55,511.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.6,523.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.65,536.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.7,577.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.75,577.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.8,577.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.85,577.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.9,577.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.95,577.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.975,590.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,42,quantile,0.99,657.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.01,11.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.025,15.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.05,20.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.1,22.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.15,25.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.2,27.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.25,27.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.3,28.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.35,30.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.4,30.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.45,30.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.5,31.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.55,33.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.6,35.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.65,39.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.7,42.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.75,43.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.8,43.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.85,43.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.9,43.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.95,45.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.975,53.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,44,quantile,0.99,60.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.01,21.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.025,29.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.05,41.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.1,52.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.15,55.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.2,58.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.25,58.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.3,64.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.35,64.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.4,66.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.45,66.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.5,69.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.55,69.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.6,69.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.65,69.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.7,73.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.75,76.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.8,76.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.85,76.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.9,88.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.95,95.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.975,107.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,45,quantile,0.99,122.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.01,9.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.025,13.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.05,16.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.1,18.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.15,22.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.2,24.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.25,25.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.3,26.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.35,26.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.4,26.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.45,27.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.5,29.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.55,31.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.6,34.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.65,34.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.7,39.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.75,39.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.8,39.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.85,40.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.9,40.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.95,41.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.975,45.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,46,quantile,0.99,49.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.01,48.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.025,81.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.05,92.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.1,119.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.15,120.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.2,134.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.25,134.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.3,136.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.35,145.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.4,145.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.45,150.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.5,156.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.55,156.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.6,156.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.65,156.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.7,171.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.75,175.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.8,175.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.85,179.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.9,179.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.95,189.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.975,208.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,47,quantile,0.99,208.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.01,133.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.025,241.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.05,316.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.1,389.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.15,418.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.2,435.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.25,460.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.3,481.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.35,488.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.4,497.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.45,497.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.5,509.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.55,517.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.6,517.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.65,517.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.7,562.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.75,562.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.8,562.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.85,578.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.9,591.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.95,591.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.975,647.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,48,quantile,0.99,647.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.01,11.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.025,16.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.05,27.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.1,37.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.15,42.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.2,44.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.25,47.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.3,47.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.35,48.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.4,50.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.45,52.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.5,54.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.55,55.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.6,59.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.65,62.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.7,67.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.75,67.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.8,69.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.85,74.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.9,79.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.95,87.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.975,95.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,49,quantile,0.99,96.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.01,2.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.025,3.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.05,3.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.1,4.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.15,6.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.2,6.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.25,7.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.3,7.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.35,7.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.4,8.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.45,8.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.5,8.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.55,8.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.6,8.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.65,9.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.7,10.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.75,10.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.8,11.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.85,12.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.9,12.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.95,12.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.975,16.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,50,quantile,0.99,16.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.01,34.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.025,54.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.05,71.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.1,89.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.15,94.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.2,99.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.25,100.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.3,106.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.35,106.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.4,107.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.45,113.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.5,113.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.55,119.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.6,119.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.65,124.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.7,142.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.75,144.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.8,144.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.85,153.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.9,155.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.95,162.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.975,174.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,51,quantile,0.99,195.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.01,22.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.025,37.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.05,51.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.1,62.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.15,70.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.2,72.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.25,75.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.3,78.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.35,78.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.4,78.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.45,80.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.5,85.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.55,88.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.6,92.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.65,92.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.7,103.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.75,103.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.8,103.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.85,114.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.9,115.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.95,115.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.975,132.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,53,quantile,0.99,143.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.01,24.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.025,36.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.05,37.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.1,45.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.15,49.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.2,53.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.25,56.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.3,60.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.35,61.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.4,61.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.45,64.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.5,64.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.55,71.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.6,77.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.65,83.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.7,95.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.75,95.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.8,95.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.85,98.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.9,98.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.95,98.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.975,106.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,54,quantile,0.99,118.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.01,36.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.025,70.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.05,84.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.1,105.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.15,110.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.2,120.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.25,120.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.3,123.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.35,128.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.4,128.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.45,136.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.5,140.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.55,145.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.6,158.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.65,174.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.7,190.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.75,191.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.8,191.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.85,191.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.9,191.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.95,191.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.975,212.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,55,quantile,0.99,238.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.01,11.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.025,12.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.05,14.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.1,15.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.15,17.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.2,18.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.25,19.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.3,20.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.35,21.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.4,21.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.45,23.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.5,23.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.55,25.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.6,27.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.65,30.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.7,33.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.75,34.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.8,34.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.85,36.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.9,37.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.95,40.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.975,44.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,56,quantile,0.99,49.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,72,quantile,0.01,4.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,72,quantile,0.025,11.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,72,quantile,0.05,15.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,72,quantile,0.1,16.0
2026-02-28,wk inc rsv hosp,0,2026-02-28,72,quantile,0.15,19.0
