"model_id","location","wis","ae_median","interval_coverage_50","interval_coverage_95","n"
"CFA_Pyrenew-Pyrenew_E_COVID","01",0.00139368398984596,0.00232849762940045,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","02",0.000600224383126747,0.000931683887617605,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","05",0.00165015737426491,0.00267523661642153,0.142857142857143,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_E_COVID","04",0.000331254325382944,0.000457583385150832,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","06",0.000133059371643842,0.000184690533369497,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","08",0.000334117973177488,0.000461783601967124,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","10",0.000809665686827047,0.0013750021904528,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","12",0.000357213594303277,0.000616829360769989,0.142857142857143,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_E_COVID","15",0.000226655125201134,0.000351902514541862,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","19",0.000647666272365807,0.000913979022865362,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","16",0.00105324340264592,0.00162328296104754,0.428571428571429,0.714285714285714,10
"CFA_Pyrenew-Pyrenew_E_COVID","17",0.000625415965358688,0.000995408814380935,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","18",0.000756729711672085,0.00121547333046075,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","20",0.000779157522192039,0.00136751313420433,0.285714285714286,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","21",0.000495157511191938,0.00058198756278035,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","22",0.000291974008632122,0.000333009911129925,1,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","25",0.00042317993289653,0.000697608001177691,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","24",0.000765558655542993,0.00125674306553356,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","23",0.000876319784435275,0.00122721040709441,0.714285714285714,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_E_COVID","26",0.000749600978709098,0.00122952860213331,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","27",0.000616059519786957,0.000774517912834093,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","28",0.00101336643086159,0.00166775503671612,0.285714285714286,0.857142857142857,10
"CFA_Pyrenew-Pyrenew_E_COVID","30",0.000665967024167023,0.00102018180873164,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","37",0.000576148800946255,0.000851225840429194,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","38",0.00136012775381481,0.00218158192048229,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","31",0.00112573360083619,0.00174607258013253,0.571428571428571,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","33",0.000771855817734445,0.000997731511638998,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","34",0.000294969439118503,0.000438493565261086,1,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","35",0.000884909459409654,0.00141292978106368,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","32",0.000297832067854138,0.000500003667361236,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","36",0.000314408715186066,0.000494845899159258,0.714285714285714,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","39",0.000681240652911772,0.00116787370159125,0.428571428571429,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","40",0.000843653405996852,0.00115593424289216,0.857142857142857,1,10
"CFA_Pyrenew-Pyrenew_E_COVID","41",0.000141128227521384,0.000227679564733384,0.714285714285714,1,10
