"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CADPH-CovidCAT_Ensemble",0.769385597444881,29.6108336494843,0.836203654623199,48.0057502607932,0.2,0.8,20
"CEPH-Rtrend_covid",0.974326204653835,14.1942867892977,1.02618835099171,22.1,0.523076923076923,0.896153846153846,1040
"CFA-EpiAutoGP",1.14647199831288,16.460925001736,1.18571325032111,24.9955309862917,0.5125,0.941666666666667,960
"CFA_Pyrenew-Pyrenew_HE_COVID",0.776664897964994,10.9479744596632,0.807903216303759,16.8916184971098,0.531791907514451,0.950867052023121,496
"CFA_Pyrenew-Pyrenew_H_COVID",1.20520395670087,16.6310205690356,1.25134963390037,25.5495750708215,0.524079320113314,0.949008498583569,502
"CMU-TimeSeries",0.872647787049617,12.4263676694735,0.858772011012691,17.8779962101339,0.521153846153846,0.946153846153846,1040
"CovidHub-baseline",1,14.4480397370322,1,21.2076923076923,0.623076923076923,0.984615384615385,1040
"CovidHub-ensemble",0.834025753980818,11.8487594958259,0.883077267113157,18.4077217324539,0.540384615384615,0.959615384615385,1040
"Google_SAI-Ensemble",0.888283164616182,12.5894540520485,0.938659759746046,19.6079326923077,0.403846153846154,0.930769230769231,1040
"NEU_ISI-AdaptiveEnsemble",0.905870283980892,12.8226795555944,0.940358612383798,19.5935613682093,0.480885311871227,0.853118712273642,996
"OHT_JHU-nbxd",1.12199868085668,16.1346780351171,1.22878222458726,26.0783461538462,0.296153846153846,0.817307692307692,1040
"UGA_flucast-INFLAenza",0.897910432338482,13.0439301463211,0.961313506901964,20.4567307692308,0.467307692307692,0.926923076923077,1040
"UM-DeepOutbreak",1.31722849068709,17.4270561961618,1.34684667454634,25.5003201795048,0.663461538461538,0.96474358974359,832
"UMass-ar6_pooled",1.04327855892402,14.8622237274252,1.04678576863266,21.6811946817354,0.621153846153846,0.967307692307692,1040
"UMass-gbqr",0.990639327903945,13.8401123766003,1.03490171278872,21.1729148688677,0.423076923076923,0.905769230769231,1040
