"model_id","horizon","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"UGA_flucast-INFLAenza",1,0.927257242528121,14.0956529821628,1.0154074214191,22.0448717948718,0.448717948717949,0.91025641025641,260
"UGA_flucast-INFLAenza",2,0.805833291539664,14.0799106396321,0.92800433722739,22.8894230769231,0.451923076923077,0.971153846153846,260
"UGA_flucast-INFLAenza",3,0.605527993211975,11.8852027591973,0.623242750644296,18.5096153846154,0.519230769230769,0.923076923076923,260
"UM-DeepOutbreak",0,1.30480265574548,14.3715233136246,1.28782669522685,21.3319758754006,0.628205128205128,0.974358974358974,208
"UM-DeepOutbreak",1,1.3741309091696,18.1744828891766,1.41735543262489,26.1201591980801,0.692307692307692,0.951923076923077,208
"UM-DeepOutbreak",2,1.42769899390638,25.0988014577437,1.52888780448243,36.7656750546667,0.711538461538462,0.961538461538462,208
"UMass-ar6_pooled",0,0.998786467512302,12.0520795945469,0.99896019067729,18.2832728763403,0.5625,0.942307692307692,260
"UMass-ar6_pooled",1,1.03842277120264,15.2678814352859,1.06098015877623,22.3680231068426,0.634615384615385,0.974358974358974,260
"UMass-ar6_pooled",2,1.0747073003818,17.3665387352566,1.04714885162531,23.7004842826372,0.730769230769231,0.990384615384615,260
"UMass-ar6_pooled",3,1.11825157918053,19.8771971196933,1.14698221896464,29.1738174261907,0.596153846153846,1,260
"UMass-gbqr",0,1.05677865658886,12.7293528752207,1.03932600236634,18.9308390217082,0.418269230769231,0.889423076923077,260
"UMass-gbqr",1,1.04425387496298,15.2541677402579,1.13588394418157,23.7402031389607,0.391025641025641,0.871794871794872,260
"UMass-gbqr",2,0.905477942102113,14.5312229114185,0.982615470764284,22.5067174415222,0.451923076923077,0.951923076923077,260
"UMass-gbqr",3,0.724529130813411,12.6587632215096,0.788230864540677,19.7717483019182,0.480769230769231,0.980769230769231,260
