"model_id","target_end_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"CEPH-Rtrend_covid",2026-02-14,1.2958273290498,483.907391304348,1.35123367198839,931,0,1,1
"CEPH-Rtrend_covid",2026-02-21,1.45361782832217,543.069347826087,1.65147110423025,1042.5,0.5,1,2
"CEPH-Rtrend_covid",2026-02-28,1.49892544961776,447.667536231884,5.13578178086733,634.333333333333,1,1,3
"CEPH-Rtrend_covid",2026-03-07,0.928312426835116,523.526086956522,0.7221218611891,703.5,0.75,1,4
"CFA-EpiAutoGP",2026-02-14,0.415539820726657,155.177149086956,0.334680261248185,230.5947,1,1,1
"CFA-EpiAutoGP",2026-02-21,0.486009033559104,180.350235108696,0.244726164514664,155.7097,1,1,2
"CFA-EpiAutoGP",2026-02-28,1.32693826788325,368.49785573913,5.38893234035877,565.056733333333,0.666666666666667,1,3
"CFA-EpiAutoGP",2026-03-07,1.66395953301882,892.905771565217,1.42946990806941,1408.5748,0,0.5,4
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-02-14,0.542342124066263,202.52957826087,0.548621190130624,378,0,1,1
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-02-21,0.45131912573765,169.277389130435,0.171197490766819,108,1,1,2
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-02-28,1.06999095033552,264.439634782609,4.78043944882596,455.75,0.5,1,2
"CFA_Pyrenew-Pyrenew_HE_COVID",2026-03-07,0.285297351217192,147.87409673913,0.124937157182606,127,0.5,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-02-14,2.47963295989862,925.98195,2.00653120464441,1382.5,0,0,1
"CFA_Pyrenew-Pyrenew_H_COVID",2026-02-21,2.45258122800249,911.991156521739,2.49116959186308,1566.25,0,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-02-28,1.46788521547499,350.473029347826,7.09431395342417,650.25,0,1,2
"CFA_Pyrenew-Pyrenew_H_COVID",2026-03-07,0.38447578319479,197.953730434783,0.114029655380723,113,1,1,2
"CMU-TimeSeries",2026-02-14,1.00564645196237,375.543670236086,0.920403562528729,634.158054582294,1,1,1
"CMU-TimeSeries",2026-02-21,0.992768492104019,368.154972396989,0.850683787046131,531.7131097497,1,1,2
